NAME=Cool Muse,HARDWARE=INTERAXON-MUSE,FS=220,#CH=4,DATA=ffffi,PRESET=14,OSCPORT=5000,FILE=log20141210_195303.csv
A1,FP1,FP2,A2,STATUS
572.453,778.076,600.418,755.046,0.000
677.732,778.076,705.697,781.366,0.000
572.453,935.994,758.336,728.726,0.000
677.732,935.994,758.336,781.366,0.000
519.814,830.715,653.057,676.087,0.000
519.814,830.715,653.057,649.767,0.000
572.453,804.395,653.057,755.046,0.000
651.412,804.395,758.336,781.366,0.000
651.412,883.354,679.377,781.366,0.000
546.133,883.354,732.016,702.407,0.000
572.453,804.395,600.418,676.087,0.000
572.453,804.395,600.418,755.046,0.000
677.732,778.076,679.377,807.685,0.000
493.494,830.715,679.377,755.046,0.000
598.773,909.674,705.697,755.046,0.000
440.855,857.035,653.057,702.407,0.000
414.535,830.715,626.737,623.448,0.000
440.855,857.035,679.377,728.726,0.000
546.133,804.395,732.016,781.366,0.000
519.814,857.035,626.737,755.046,0.000
440.855,962.313,705.697,649.767,0.000
467.174,830.715,626.737,649.767,0.000
493.494,804.395,626.737,755.046,0.000
572.453,804.395,784.656,781.366,0.000
440.855,883.354,705.697,702.407,0.000
493.494,909.674,705.697,702.407,0.000
388.215,778.076,547.778,702.407,0.000
388.215,778.076,574.098,623.448,0.000
414.535,817.555,705.697,781.366,0.000
467.174,778.076,732.016,781.366,0.000
414.535,857.035,626.737,728.726,0.000
361.896,857.035,653.057,676.087,0.000
388.215,712.276,574.098,676.087,0.000
388.215,725.436,547.778,781.366,0.000
493.494,751.756,547.778,834.005,0.000
335.576,935.994,732.016,728.726,0.000
388.215,896.514,653.057,728.726,0.000
309.256,699.117,547.778,728.726,0.000
335.576,725.436,574.098,676.087,0.000
335.576,725.436,653.057,755.046,0.000
467.174,778.076,705.697,807.685,0.000
361.896,778.076,600.418,702.407,0.000
309.256,870.195,600.418,676.087,0.000
361.896,791.236,626.737,676.087,0.000
414.535,685.957,508.299,807.685,0.000
493.494,817.555,521.459,886.644,0.000
309.256,896.514,666.217,781.366,0.000
361.896,896.514,495.139,781.366,0.000
309.256,843.875,534.619,807.685,0.000
335.576,764.916,521.459,755.046,0.000
309.256,896.514,534.619,860.325,0.000
414.535,870.195,626.737,912.964,0.000
282.937,870.195,468.819,807.685,0.000
282.937,949.154,508.299,781.366,0.000
335.576,817.555,495.139,781.366,0.000
335.576,791.236,495.139,886.644,0.000
440.855,870.195,508.299,912.964,0.000
282.937,922.834,600.418,807.685,0.000
309.256,922.834,455.660,807.685,0.000
282.937,791.236,455.660,834.005,0.000
335.576,764.916,519.814,834.005,0.000
256.617,791.236,542.844,873.485,0.000
361.896,870.195,646.477,952.444,0.000
203.978,870.195,531.329,794.526,0.000
177.658,870.195,506.654,781.366,0.000
256.617,764.916,501.719,807.685,0.000
335.576,738.596,519.814,886.644,0.000
388.215,817.555,531.329,926.124,0.000
230.297,896.514,641.542,781.366,0.000
256.617,896.514,506.654,768.206,0.000
256.617,817.555,534.619,834.005,0.000
309.256,764.916,524.749,820.845,0.000
256.617,791.236,541.199,820.845,0.000
361.896,870.195,631.672,926.124,0.000
177.658,817.555,477.044,781.366,0.000
177.658,870.195,498.429,741.886,0.000
256.617,791.236,498.429,794.526,0.000
282.937,764.916,498.429,873.485,0.000
335.576,870.195,445.790,873.485,0.000
125.019,843.875,603.708,741.886,0.000
125.019,896.514,445.790,689.247,0.000
125.019,764.916,445.790,741.886,0.000
203.978,764.916,551.068,768.206,0.000
46.059,870.195,551.068,768.206,0.000
151.338,870.195,603.708,847.165,0.000
0.000,896.514,551.068,689.247,0.000
0.000,870.195,498.429,689.247,0.000
52.639,791.236,498.429,741.886,0.000
105.279,764.916,551.068,794.526,0.000
157.918,843.875,551.068,820.845,0.000
0.000,896.514,630.027,689.247,0.000
0.000,870.195,524.749,662.927,0.000
0.000,738.596,419.470,741.886,0.000
78.959,738.596,498.429,741.886,0.000
0.000,843.875,551.068,662.927,0.000
105.279,870.195,577.388,741.886,0.000
0.000,791.236,445.790,610.288,0.000
0.000,817.555,445.790,557.648,0.000
78.959,791.236,472.109,662.927,0.000
157.918,712.276,524.749,689.247,0.000
157.918,764.916,366.831,715.566,0.000
26.320,870.195,551.068,583.968,0.000
52.639,817.555,419.470,583.968,0.000
78.959,764.916,393.150,662.927,0.000
157.918,764.916,498.429,715.566,0.000
26.320,843.875,577.388,636.607,0.000
131.598,896.514,577.388,715.566,0.000
0.000,764.916,393.150,610.288,0.000
697.472,829.070,753.401,717.211,0.000
750.111,776.431,759.981,822.490,0.000
802.750,776.431,884.999,875.130,0.000
802.750,908.029,878.419,875.130,0.000
671.152,908.029,871.840,796.170,0.000
671.152,855.390,878.419,769.851,0.000
671.152,776.431,687.602,848.810,0.000
776.431,776.431,806.040,901.449,0.000
644.832,881.709,838.940,822.490,0.000
723.791,934.349,838.940,848.810,0.000
592.193,802.750,759.981,796.170,0.000
592.193,802.750,740.241,743.531,0.000
671.152,881.709,871.840,875.130,0.000
723.791,776.431,871.840,901.449,0.000
723.791,829.070,707.342,875.130,0.000
618.513,881.709,832.360,769.851,0.000
644.832,750.111,687.602,769.851,0.000
697.472,776.431,727.081,901.449,0.000
776.431,750.111,832.360,954.089,0.000
644.832,829.070,819.200,848.810,0.000
723.791,855.390,819.200,848.810,0.000
644.832,697.472,713.921,822.490,0.000
644.832,723.791,740.241,769.851,0.000
671.152,723.791,779.721,901.449,0.000
750.111,723.791,871.840,927.769,0.000
697.472,750.111,766.561,875.130,0.000
644.832,802.750,806.040,848.810,0.000
671.152,671.152,687.602,822.490,0.000
697.472,671.152,687.602,875.130,0.000
802.750,723.791,753.401,954.089,0.000
671.152,802.750,832.360,875.130,0.000
697.472,855.390,806.040,875.130,0.000
618.513,776.431,779.721,875.130,0.000
644.832,697.472,753.401,822.490,0.000
644.832,736.951,806.040,927.769,0.000
723.791,736.951,937.639,980.408,0.000
618.513,750.111,806.040,901.449,0.000
592.193,842.230,858.680,848.810,0.000
618.513,697.472,832.360,848.810,0.000
644.832,684.312,779.721,954.089,0.000
723.791,736.951,937.639,980.408,0.000
565.873,802.750,884.999,848.810,0.000
618.513,855.390,884.999,848.810,0.000
592.193,723.791,806.040,875.130,0.000
592.193,710.632,832.360,848.810,0.000
592.193,736.951,911.319,927.769,0.000
697.472,763.271,990.278,1006.728,0.000
565.873,802.750,911.319,875.130,0.000
539.554,829.070,911.319,848.810,0.000
618.513,723.791,858.680,861.970,0.000
671.152,671.152,858.680,940.929,0.000
750.111,750.111,858.680,1006.728,0.000
592.193,855.390,1042.917,901.449,0.000
618.513,855.390,937.639,875.130,0.000
618.513,750.111,884.999,875.130,0.000
671.152,697.472,937.639,875.130,0.000
644.832,750.111,990.278,914.609,0.000
723.791,776.431,1069.237,993.568,0.000
565.873,723.791,911.319,848.810,0.000
565.873,855.390,963.958,822.490,0.000
618.513,723.791,963.958,861.970,0.000
644.832,697.472,963.958,954.089,0.000
723.791,776.431,963.958,993.568,0.000
565.873,802.750,1095.557,835.650,0.000
592.193,829.070,963.958,835.650,0.000
592.193,671.152,911.319,940.929,0.000
618.513,671.152,1016.598,940.929,0.000
539.554,802.750,1148.196,940.929,0.000
671.152,776.431,1148.196,1072.527,0.000
460.594,723.791,1016.598,914.609,0.000
434.275,802.750,990.278,888.289,0.000
513.234,671.152,963.958,967.248,0.000
592.193,671.152,1042.917,1019.888,0.000
644.832,750.111,1016.598,1046.208,0.000
460.594,802.750,1148.196,914.609,0.000
486.914,802.750,1016.598,888.289,0.000
513.234,776.431,1016.598,940.929,0.000
565.873,697.472,1042.917,967.248,0.000
486.914,723.791,1042.917,967.248,0.000
592.193,802.750,1148.196,1046.208,0.000
434.275,723.791,990.278,888.289,0.000
407.955,829.070,1016.598,888.289,0.000
486.914,802.750,1069.237,940.929,0.000
513.234,750.111,1069.237,967.248,0.000
565.873,908.029,1121.877,993.568,0.000
407.955,855.390,1121.877,835.650,0.000
381.635,855.390,1016.598,783.011,0.000
381.635,697.472,963.958,861.970,0.000
460.594,723.791,1016.598,861.970,0.000
381.635,855.390,1148.196,809.330,0.000
486.914,855.390,1148.196,888.289,0.000
328.996,802.750,1042.917,809.330,0.000
302.676,829.070,1016.598,730.371,0.000
381.635,750.111,1016.598,835.650,0.000
460.594,723.791,1095.557,888.289,0.000
460.594,829.070,1042.917,888.289,0.000
302.676,934.349,1174.516,756.691,0.000
328.996,855.390,1042.917,704.052,0.000
381.635,750.111,937.639,783.011,0.000
460.594,776.431,990.278,835.650,0.000
302.676,881.709,1095.557,756.691,0.000
407.955,934.349,1095.557,809.330,0.000
250.037,881.709,1069.237,704.052,0.000
197.398,855.390,990.278,677.732,0.000
250.037,855.390,990.278,783.011,0.000
302.676,802.750,1069.237,809.330,0.000
302.676,881.709,990.278,809.330,0.000
197.398,934.349,1121.877,730.371,0.000
197.398,881.709,990.278,677.732,0.000
197.398,829.070,937.639,756.691,0.000
302.676,829.070,1016.598,783.011,0.000
197.398,908.029,1042.917,730.371,0.000
276.357,960.669,1069.237,756.691,0.000
144.758,842.230,937.639,704.052,0.000
144.758,848.810,963.958,625.093,0.000
223.717,822.490,1016.598,730.371,0.000
276.357,802.750,1069.237,783.011,0.000
276.357,835.650,990.278,756.691,0.000
171.078,970.538,1069.237,651.412,0.000
197.398,835.650,990.278,651.412,0.000
250.037,789.591,911.319,730.371,0.000
328.996,815.910,1016.598,783.011,0.000
171.078,957.379,1121.877,677.732,0.000
250.037,970.538,1069.237,704.052,0.000
171.078,914.609,1095.557,677.732,0.000
171.078,829.070,963.958,625.093,0.000
197.398,825.780,990.278,704.052,0.000
302.676,832.360,1069.237,756.691,0.000
250.037,861.970,884.999,704.052,0.000
727.081,949.154,870.195,761.626,0.000
753.401,830.715,764.916,761.626,0.000
753.401,817.555,685.957,840.585,0.000
858.680,817.555,817.555,893.224,0.000
727.081,830.715,817.555,761.626,0.000
779.721,935.994,817.555,761.626,0.000
700.762,764.916,685.957,735.306,0.000
727.081,804.395,738.596,708.987,0.000
727.081,857.035,817.555,814.265,0.000
832.360,830.715,870.195,840.585,0.000
753.401,896.514,738.596,761.626,0.000
727.081,922.834,791.236,708.987,0.000
779.721,791.236,712.276,708.987,0.000
806.040,764.916,712.276,787.946,0.000
884.999,830.715,791.236,840.585,0.000
727.081,909.674,817.555,708.987,0.000
753.401,935.994,764.916,708.987,0.000
700.762,830.715,764.916,695.827,0.000
700.762,791.236,685.957,669.507,0.000
674.442,896.514,738.596,708.987,0.000
779.721,870.195,791.236,787.946,0.000
648.122,883.354,633.317,643.187,0.000
621.803,988.633,659.637,616.868,0.000
674.442,870.195,633.317,656.347,0.000
727.081,857.035,606.998,722.146,0.000
806.040,883.354,791.236,787.946,0.000
621.803,896.514,659.637,643.187,0.000
648.122,949.154,633.317,643.187,0.000
621.803,764.916,475.399,656.347,0.000
674.442,804.395,528.039,656.347,0.000
621.803,843.875,685.957,656.347,0.000
727.081,883.354,712.276,774.786,0.000
569.163,857.035,528.039,603.708,0.000
542.844,988.633,587.258,577.388,0.000
595.483,883.354,593.838,603.708,0.000
648.122,804.395,567.518,656.347,0.000
700.762,935.994,551.068,708.987,0.000
516.524,1041.273,672.797,551.068,0.000
542.844,1041.273,518.169,524.749,0.000
542.844,962.313,521.459,551.068,0.000
595.483,909.674,567.518,551.068,0.000
516.524,1041.273,669.507,551.068,0.000
621.803,1041.273,695.827,656.347,0.000
437.565,1014.953,537.909,472.109,0.000
437.565,1067.592,544.488,472.109,0.000
516.524,1014.953,610.288,524.749,0.000
569.163,935.994,577.388,551.068,0.000
621.803,1067.592,626.737,603.708,0.000
437.565,1041.273,653.057,445.790,0.000
463.884,1067.592,521.459,445.790,0.000
463.884,975.473,521.459,498.429,0.000
542.844,949.154,547.778,524.749,0.000
411.245,1028.113,626.737,472.109,0.000
542.844,1067.592,679.377,603.708,0.000
332.286,1041.273,600.418,472.109,0.000
332.286,1067.592,547.778,445.790,0.000
384.925,909.674,547.778,551.068,0.000
463.884,909.674,600.418,603.708,0.000
516.524,935.994,442.500,603.708,0.000
358.606,1133.391,705.697,472.109,0.000
384.925,1054.432,574.098,445.790,0.000
384.925,1028.113,574.098,524.749,0.000
463.884,949.154,626.737,551.068,0.000
358.606,1028.113,600.418,524.749,0.000
490.204,1093.912,679.377,577.388,0.000
305.966,1014.953,547.778,472.109,0.000
279.647,1041.273,574.098,445.790,0.000
358.606,1041.273,679.377,551.068,0.000
411.245,962.313,679.377,577.388,0.000
411.245,1146.551,758.336,577.388,0.000
253.327,1067.592,758.336,472.109,0.000
253.327,1067.592,653.057,445.790,0.000
253.327,962.313,600.418,498.429,0.000
358.606,962.313,679.377,551.068,0.000
200.688,1041.273,732.016,472.109,0.000
305.966,1093.912,758.336,551.068,0.000
148.048,935.994,547.778,445.790,0.000
148.048,1014.953,626.737,393.150,0.000
174.368,1014.953,732.016,498.429,0.000
253.327,909.674,732.016,551.068,0.000
253.327,1014.953,626.737,551.068,0.000
121.729,1067.592,732.016,445.790,0.000
148.048,962.313,574.098,445.790,0.000
148.048,909.674,574.098,524.749,0.000
253.327,935.994,626.737,577.388,0.000
95.409,1014.953,705.697,498.429,0.000
200.688,1067.592,705.697,524.749,0.000
69.089,962.313,626.737,472.109,0.000
69.089,962.313,626.737,419.470,0.000
95.409,988.633,679.377,551.068,0.000
200.688,909.674,732.016,551.068,0.000
174.368,988.633,653.057,524.749,0.000
95.409,1041.273,705.697,445.790,0.000
121.729,935.994,653.057,445.790,0.000
148.048,909.674,600.418,498.429,0.000
227.007,909.674,758.336,577.388,0.000
95.409,988.633,705.697,472.109,0.000
148.048,1041.273,705.697,498.429,0.000
16.450,909.674,600.418,419.470,0.000
16.450,883.354,600.418,393.150,0.000
16.450,935.994,705.697,472.109,0.000
95.409,883.354,732.016,551.068,0.000
42.769,1014.953,758.336,498.429,0.000
0.000,962.313,679.377,419.470,0.000
52.639,883.354,574.098,419.470,0.000
52.639,857.035,547.778,498.429,0.000
157.918,883.354,521.459,551.068,0.000
0.000,1014.953,732.016,419.470,0.000
78.959,1014.953,679.377,445.790,0.000
0.000,962.313,653.057,445.790,0.000
0.000,883.354,653.057,419.470,0.000
0.000,883.354,705.697,498.429,0.000
105.279,883.354,758.336,524.749,0.000
0.000,883.354,653.057,432.630,0.000
0.000,1014.953,705.697,393.150,0.000
52.639,883.354,679.377,393.150,0.000
78.959,857.035,626.737,472.109,0.000
157.918,883.354,784.656,537.909,0.000
0.000,962.313,771.496,406.310,0.000
52.639,988.633,718.856,406.310,0.000
26.320,857.035,639.897,406.310,0.000
52.639,857.035,639.897,406.310,0.000
52.639,909.674,758.336,445.790,0.000
131.598,909.674,797.815,524.749,0.000
0.000,988.633,705.697,393.150,0.000
0.000,988.633,692.537,366.831,0.000
52.639,883.354,666.217,406.310,0.000
78.959,804.395,639.897,485.269,0.000
157.918,857.035,600.418,551.068,0.000
735.306,954.089,945.864,774.786,0.000
787.946,954.089,787.946,784.656,0.000
735.306,796.170,708.987,810.975,0.000
787.946,796.170,787.946,804.395,0.000
708.987,875.130,866.905,824.135,0.000
814.265,875.130,919.544,935.994,0.000
656.347,848.810,761.626,764.916,0.000
656.347,954.089,761.626,755.046,0.000
735.306,822.490,761.626,797.815,0.000
787.946,769.851,761.626,866.905,0.000
840.585,848.810,708.987,929.414,0.000
656.347,927.769,866.905,784.656,0.000
682.667,927.769,708.987,768.206,0.000
682.667,796.170,708.987,817.555,0.000
735.306,796.170,787.946,827.425,0.000
682.667,901.449,945.864,820.845,0.000
787.946,901.449,919.544,939.284,0.000
577.388,848.810,761.626,728.726,0.000
551.068,901.449,761.626,728.726,0.000
630.027,822.490,761.626,781.366,0.000
656.347,822.490,840.585,807.685,0.000
708.987,927.769,919.544,860.325,0.000
551.068,954.089,919.544,702.407,0.000
577.388,901.449,840.585,702.407,0.000
577.388,769.851,735.306,755.046,0.000
656.347,769.851,814.265,781.366,0.000
551.068,875.130,866.905,755.046,0.000
682.667,901.449,919.544,860.325,0.000
498.429,848.810,787.946,728.726,0.000
498.429,875.130,761.626,702.407,0.000
551.068,875.130,787.946,807.685,0.000
630.027,743.531,840.585,860.325,0.000
682.667,848.810,735.306,860.325,0.000
498.429,888.289,880.064,755.046,0.000
524.749,888.289,708.987,728.726,0.000
524.749,822.490,682.667,807.685,0.000
603.708,809.330,748.466,834.005,0.000
472.109,940.929,787.946,807.685,0.000
603.708,940.929,840.585,886.644,0.000
419.470,835.650,656.347,781.366,0.000
366.831,861.970,695.827,728.726,0.000
445.790,822.490,761.626,834.005,0.000
498.429,783.011,787.946,860.325,0.000
498.429,927.769,787.946,860.325,0.000
366.831,927.769,814.265,755.046,0.000
366.831,875.130,695.827,728.726,0.000
366.831,822.490,669.507,781.366,0.000
472.109,809.330,761.626,834.005,0.000
340.511,888.289,787.946,755.046,0.000
445.790,993.568,814.265,834.005,0.000
261.552,940.929,708.987,702.407,0.000
261.552,914.609,682.667,649.767,0.000
314.191,940.929,761.626,755.046,0.000
393.150,835.650,787.946,807.685,0.000
393.150,967.248,787.946,807.685,0.000
287.872,967.248,814.265,702.407,0.000
314.191,888.289,708.987,702.407,0.000
314.191,888.289,708.987,781.366,0.000
419.470,861.970,787.946,834.005,0.000
287.872,861.970,708.987,781.366,0.000
393.150,1019.888,787.946,781.366,0.000
261.552,861.970,551.068,728.726,0.000
261.552,914.609,630.027,649.767,0.000
314.191,914.609,735.306,755.046,0.000
393.150,861.970,735.306,781.366,0.000
340.511,1019.888,761.626,755.046,0.000
235.232,1019.888,682.667,676.087,0.000
261.552,967.248,577.388,676.087,0.000
287.872,940.929,551.068,755.046,0.000
393.150,940.929,577.388,807.685,0.000
261.552,1072.527,708.987,702.407,0.000
314.191,1072.527,682.667,728.726,0.000
208.913,940.929,577.388,676.087,0.000
208.913,940.929,577.388,649.767,0.000
208.913,940.929,630.027,728.726,0.000
287.872,940.929,708.987,807.685,0.000
261.552,1019.888,656.347,755.046,0.000
182.593,1072.527,656.347,676.087,0.000
235.232,967.248,603.708,676.087,0.000
235.232,914.609,577.388,755.046,0.000
340.511,940.929,708.987,807.685,0.000
156.273,1046.208,682.667,662.927,0.000
208.913,1046.208,656.347,689.247,0.000
103.634,861.970,498.429,676.087,0.000
103.634,861.970,524.749,636.607,0.000
103.634,914.609,630.027,741.886,0.000
208.913,888.289,656.347,768.206,0.000
103.634,914.609,551.068,676.087,0.000
50.994,967.248,551.068,636.607,0.000
103.634,861.970,524.749,636.607,0.000
129.953,809.330,472.109,715.566,0.000
208.913,888.289,498.429,781.366,0.000
50.994,940.929,630.027,649.767,0.000
77.314,993.568,524.749,649.767,0.000
50.994,888.289,393.150,636.607,0.000
77.314,861.970,472.109,636.607,0.000
77.314,914.609,551.068,676.087,0.000
182.593,914.609,630.027,755.046,0.000
24.675,888.289,458.950,623.448,0.000
0.000,1006.728,485.269,597.128,0.000
52.639,875.130,511.589,623.448,0.000
78.959,835.650,458.950,702.407,0.000
184.238,914.609,498.429,755.046,0.000
0.000,940.929,551.068,597.128,0.000
52.639,980.408,432.630,597.128,0.000
26.320,875.130,432.630,623.448,0.000
78.959,835.650,445.790,623.448,0.000
26.320,927.769,590.548,623.448,0.000
131.598,927.769,590.548,728.726,0.000
0.000,888.289,432.630,570.808,0.000
0.000,1006.728,432.630,570.808,0.000
78.959,861.970,393.150,623.448,0.000
131.598,848.810,458.950,676.087,0.000
184.238,954.089,458.950,728.726,0.000
0.000,1033.048,537.909,597.128,0.000
26.320,980.408,432.630,597.128,0.000
26.320,796.170,274.712,623.448,0.000
52.639,796.170,353.671,649.767,0.000
0.000,848.810,406.310,649.767,0.000
105.279,927.769,458.950,755.046,0.000
0.000,848.810,301.031,570.808,0.000
0.000,901.449,248.392,570.808,0.000
78.959,901.449,274.712,623.448,0.000
131.598,769.851,301.031,676.087,0.000
184.238,901.449,248.392,728.726,0.000
26.320,901.449,353.671,570.808,0.000
52.639,901.449,195.753,570.808,0.000
52.639,875.130,248.392,623.448,0.000
131.598,796.170,274.712,649.767,0.000
741.886,889.934,834.005,794.526,0.000
873.485,916.254,912.964,926.124,0.000
662.927,837.295,728.726,768.206,0.000
662.927,916.254,755.046,715.566,0.000
715.566,837.295,781.366,820.845,0.000
794.526,810.975,807.685,873.485,0.000
847.165,942.574,834.005,873.485,0.000
689.247,916.254,860.325,741.886,0.000
715.566,916.254,728.726,715.566,0.000
715.566,837.295,689.247,794.526,0.000
794.526,837.295,755.046,820.845,0.000
689.247,916.254,820.845,794.526,0.000
820.845,968.893,860.325,847.165,0.000
662.927,942.574,847.165,715.566,0.000
636.607,942.574,728.726,689.247,0.000
715.566,889.934,741.886,794.526,0.000
794.526,837.295,794.526,820.845,0.000
794.526,916.254,636.607,847.165,0.000
636.607,1021.533,873.485,741.886,0.000
636.607,916.254,768.206,715.566,0.000
636.607,916.254,689.247,768.206,0.000
741.886,837.295,820.845,820.845,0.000
583.968,916.254,820.845,741.886,0.000
689.247,968.893,847.165,820.845,0.000
505.009,863.615,741.886,715.566,0.000
478.689,889.934,715.566,662.927,0.000
505.009,916.254,794.526,741.886,0.000
583.968,784.656,794.526,820.845,0.000
583.968,916.254,689.247,820.845,0.000
452.370,942.574,820.845,715.566,0.000
478.689,863.615,715.566,715.566,0.000
478.689,810.975,662.927,794.526,0.000
583.968,810.975,768.206,847.165,0.000
399.730,889.934,820.845,768.206,0.000
505.009,942.574,794.526,794.526,0.000
373.411,784.656,662.927,741.886,0.000
373.411,837.295,689.247,689.247,0.000
399.730,837.295,715.566,794.526,0.000
505.009,837.295,794.526,820.845,0.000
478.689,889.934,689.247,820.845,0.000
399.730,942.574,768.206,741.886,0.000
426.050,837.295,794.526,741.886,0.000
452.370,784.656,583.968,794.526,0.000
557.648,810.975,715.566,873.485,0.000
426.050,889.934,741.886,794.526,0.000
478.689,942.574,689.247,820.845,0.000
373.411,863.615,689.247,768.206,0.000
373.411,837.295,662.927,715.566,0.000
373.411,968.893,794.526,794.526,0.000
452.370,810.975,794.526,873.485,0.000
399.730,837.295,676.087,794.526,0.000
347.091,916.254,715.566,715.566,0.000
373.411,732.016,636.607,715.566,0.000
373.411,732.016,636.607,794.526,0.000
478.689,732.016,768.206,847.165,0.000
320.771,837.295,755.046,715.566,0.000
399.730,810.975,728.726,741.886,0.000
320.771,626.737,649.767,741.886,0.000
320.771,626.737,676.087,715.566,0.000
320.771,626.737,715.566,768.206,0.000
452.370,679.377,820.845,820.845,0.000
347.091,679.377,676.087,715.566,0.000
294.451,758.336,715.566,689.247,0.000
347.091,679.377,715.566,689.247,0.000
399.730,574.098,649.767,741.886,0.000
478.689,679.377,702.407,834.005,0.000
320.771,679.377,781.366,702.407,0.000
373.411,758.336,676.087,702.407,0.000
347.091,718.856,702.407,662.927,0.000
373.411,613.578,702.407,676.087,0.000
373.411,718.856,728.726,715.566,0.000
452.370,705.697,807.685,794.526,0.000
320.771,705.697,728.726,676.087,0.000
320.771,784.656,728.726,636.607,0.000
373.411,639.897,728.726,676.087,0.000
399.730,653.057,728.726,755.046,0.000
505.009,705.697,807.685,807.685,0.000
347.091,745.176,860.325,636.607,0.000
373.411,758.336,755.046,662.927,0.000
347.091,587.258,702.407,689.247,0.000
399.730,587.258,755.046,689.247,0.000
320.771,692.537,807.685,662.927,0.000
426.050,718.856,886.644,794.526,0.000
268.132,718.856,807.685,583.968,0.000
241.812,771.496,781.366,531.329,0.000
320.771,639.897,781.366,583.968,0.000
399.730,613.578,781.366,636.607,0.000
452.370,666.217,676.087,689.247,0.000
268.132,745.176,912.964,557.648,0.000
294.451,745.176,755.046,557.648,0.000
294.451,692.537,728.726,557.648,0.000
347.091,639.897,781.366,583.968,0.000
294.451,718.856,807.685,583.968,0.000
399.730,745.176,886.644,662.927,0.000
215.492,718.856,728.726,478.689,0.000
215.492,771.496,728.726,478.689,0.000
294.451,745.176,781.366,531.329,0.000
320.771,685.957,728.726,610.288,0.000
399.730,824.135,912.964,662.927,0.000
215.492,764.916,781.366,505.009,0.000
241.812,797.815,728.726,505.009,0.000
215.492,672.797,649.767,557.648,0.000
294.451,672.797,702.407,583.968,0.000
189.173,804.395,781.366,531.329,0.000
294.451,804.395,807.685,662.927,0.000
110.214,797.815,755.046,531.329,0.000
110.214,797.815,649.767,478.689,0.000
162.853,672.797,649.767,583.968,0.000
241.812,646.477,702.407,662.927,0.000
294.451,679.377,518.169,662.927,0.000
136.533,837.295,807.685,531.329,0.000
189.173,784.656,676.087,531.329,0.000
189.173,758.336,649.767,610.288,0.000
268.132,705.697,728.726,662.927,0.000
110.214,784.656,728.726,583.968,0.000
241.812,889.934,807.685,662.927,0.000
57.574,784.656,623.448,505.009,0.000
4.935,863.615,649.767,505.009,0.000
57.574,863.615,755.046,583.968,0.000
136.533,705.697,728.726,583.968,0.000
136.533,889.934,807.685,610.288,0.000
31.255,889.934,807.685,505.009,0.000
31.255,837.295,702.407,478.689,0.000
31.255,784.656,676.087,531.329,0.000
136.533,784.656,755.046,583.968,0.000
31.255,889.934,807.685,505.009,0.000
136.533,916.254,807.685,583.968,0.000
0.000,889.934,676.087,478.689,0.000
0.000,863.615,676.087,426.050,0.000
746.821,801.105,824.135,810.975,0.000
838.940,748.466,903.094,889.934,0.000
852.100,801.105,771.496,889.934,0.000
720.501,959.024,955.734,758.336,0.000
746.821,827.425,903.094,758.336,0.000
759.981,774.786,745.176,837.295,0.000
865.260,774.786,850.455,889.934,0.000
694.182,880.064,903.094,784.656,0.000
812.620,932.704,903.094,837.295,0.000
681.022,801.105,824.135,758.336,0.000
681.022,801.105,824.135,705.697,0.000
707.342,801.105,876.775,810.975,0.000
825.780,774.786,955.734,863.615,0.000
786.301,774.786,850.455,837.295,0.000
694.182,906.384,929.414,784.656,0.000
733.661,774.786,850.455,784.656,0.000
759.981,748.466,824.135,810.975,0.000
865.260,774.786,955.734,916.254,0.000
707.342,906.384,1008.373,810.975,0.000
759.981,880.064,929.414,810.975,0.000
654.702,774.786,824.135,732.016,0.000
654.702,748.466,824.135,705.697,0.000
654.702,748.466,876.775,784.656,0.000
733.661,748.466,955.734,837.295,0.000
707.342,801.105,876.775,784.656,0.000
654.702,880.064,876.775,705.697,0.000
681.022,827.425,850.455,705.697,0.000
681.022,695.827,797.815,784.656,0.000
786.301,748.466,876.775,837.295,0.000
628.383,748.466,903.094,679.377,0.000
707.342,827.425,876.775,705.697,0.000
628.383,748.466,876.775,679.377,0.000
654.702,695.827,850.455,653.057,0.000
654.702,748.466,903.094,705.697,0.000
786.301,722.146,982.053,784.656,0.000
681.022,669.507,771.496,666.217,0.000
628.383,827.425,876.775,613.578,0.000
681.022,669.507,797.815,639.897,0.000
707.342,669.507,797.815,692.537,0.000
786.301,722.146,876.775,784.656,0.000
628.383,722.146,876.775,666.217,0.000
681.022,774.786,824.135,666.217,0.000
654.702,643.187,745.176,626.737,0.000
681.022,643.187,797.815,639.897,0.000
681.022,748.466,903.094,679.377,0.000
759.981,722.146,929.414,745.176,0.000
628.383,748.466,903.094,626.737,0.000
628.383,801.105,824.135,587.258,0.000
681.022,669.507,824.135,626.737,0.000
707.342,669.507,824.135,705.697,0.000
812.620,761.626,876.775,758.336,0.000
628.383,801.105,982.053,574.098,0.000
654.702,827.425,876.775,574.098,0.000
628.383,708.987,876.775,600.418,0.000
681.022,682.667,876.775,574.098,0.000
628.383,774.786,903.094,547.778,0.000
759.981,787.946,1008.373,679.377,0.000
602.063,748.466,824.135,495.139,0.000
575.743,840.585,876.775,468.819,0.000
654.702,708.987,876.775,521.459,0.000
733.661,708.987,876.775,574.098,0.000
786.301,814.265,1008.373,626.737,0.000
602.063,801.105,929.414,468.819,0.000
628.383,853.745,850.455,468.819,0.000
628.383,708.987,771.496,468.819,0.000
